1	1	1	97	4	1	0	0	1	1
2	0	3	25	4	2	0	0	1	1
1	0	1	127	4	6	0	0	1	1
1	0	2	65	4	6	0	0	1	1
2	0	2	125	4	6	0	0	1	1
1	0	1	89	4	7	0	0	1	1
1	0	2	1	4	2	0	0	1	1
1	0	1	89	4	3	0	0	1	1
1	0	1	55	4	5	0	0	1	1
1	0	1	51	4	2	0	0	1	1
2	0	4	123	4	6	0	1	2	1
1	0	3	97	4	6	0	0	1	1
2	0	3	55	4	2	0	0	1	1
2	0	3	35	4	5	0	0	1	1
1	0	6	105	2	3	0	0	1	1
1	0	1	73	2	5	0	0	1	1
1	1	1	95	3	7	0	1	1	1
2	0	6	95	4	7	0	0	2	1
2	1	2	73	4	5	0	0	2	1
1	0	5	109	4	4	0	0	2	1
2	0	4	79	4	3	0	0	1	1
1	0	1	11	4	7	0	1	1	1
3	0	3	71	4	2	0	0	1	1
1	0	1	73	4	7	0	0	1	1
1	0	2	21	4	1	0	0	1	1
4	0	5	73	4	3	0	0	1	1
2	1	1	3	4	1	0	0	1	1
2	0	7	59	4	1	0	0	1	1
1	0	2	83	4	1	0	0	1	1
2	0	3	101	4	2	0	0	1	1
1	1	3	117	4	4	0	0	1	1
1	0	1	49	4	5	0	0	1	1
1	0	1	97	4	5	0	1	1	1
1	1	1	115	4	3	0	0	1	1
1	0	3	87	4	6	0	1	1	1
1	1	0	125	4	6	0	0	1	1
1	0	3	53	4	6	0	0	1	1
1	0	1	33	4	7	0	0	1	1
1	0	1	3	4	7	0	1	1	1
1	0	1	23	4	1	0	1	1	1
2	0	2	73	4	3	0	0	1	1
2	0	2	103	4	3	0	1	1	1
3	0	4	69	4	3	0	0	1	1
1	0	1	69	4	4	0	0	1	1
1	0	2	19	4	4	0	0	1	1
2	0	3	45	4	5	0	2	1	1
1	0	1	77	4	5	0	0	1	1
1	1	1	97	4	7	0	1	1	1
2	0	2	97	4	1	0	0	1	1
2	0	3	73	4	1	0	0	1	1
1	0	1	103	4	2	0	0	1	1
1	0	3	3	4	2	0	0	1	1
1	0	2	77	4	2	0	0	1	1
2	0	2	83	4	3	0	0	1	1
2	0	4	57	5	2	0	0	1	1
2	0	2	33	5	5	0	0	1	1
2	0	3	121	5	4	0	1	2	1
1	3	1	101	5	6	0	0	1	1
1	1	1	79	5	7	0	0	1	1
3	0	3	15	5	1	0	1	1	1
1	0	1	77	5	2	0	0	1	1
2	0	4	61	5	3	0	0	1	1
1	0	1	101	5	4	0	0	1	1
2	0	2	71	5	4	0	0	1	1
2	0	3	49	5	6	0	1	1	1
2	0	2	63	5	6	0	0	1	1
2	0	2	89	5	2	0	0	1	1
2	0	2	87	5	7	0	1	1	1
2	0	2	129	5	4	0	0	1	1
2	0	5	125	4	6	0	0	2	1
1	0	2	73	4	3	0	0	1	1
1	1	1	73	4	2	0	0	1	1
1	0	2	73	5	1	0	0	2	1
1	0	4	13	5	5	0	0	1	1
1	0	2	19	5	5	0	1	1	1
2	0	1	125	5	2	0	0	1	1
2	0	3	95	5	3	0	0	1	1
2	0	4	33	5	3	0	0	2	1
2	0	2	27	5	4	0	0	1	1
1	0	1	119	5	6	0	1	1	1
1	1	3	43	5	5	0	0	1	1
1	0	2	121	5	5	0	0	1	1
1	0	1	69	5	2	0	1	1	1
2	0	2	125	5	7	0	0	1	1
2	0	2	3	5	2	0	1	1	1
2	0	3	97	5	3	0	0	1	1
1	0	1	81	5	5	0	0	1	1
1	1	1	97	5	6	0	0	1	1
1	0	1	89	5	6	0	0	1	1
1	0	2	83	5	6	0	0	2	1
1	0	1	15	5	6	0	1	1	1
1	0	1	29	5	7	0	0	1	1
1	0	2	9	5	7	0	0	1	1
6	0	13	89	5	3	0	0	1	1
1	0	1	117	5	6	0	0	1	1
1	0	1	75	6	7	0	1	1	1
2	0	2	51	6	7	0	0	1	1
1	0	1	51	6	1	0	0	1	1
1	0	1	71	5	5	0	0	1	1
2	0	2	73	5	5	0	0	1	1
1	1	1	3	5	3	0	0	1	1
1	0	1	17	5	5	0	0	1	1
1	0	4	127	5	6	0	0	3	1
2	0	2	125	5	6	0	1	1	1
1	1	1	97	6	7	0	0	1	1
1	0	1	25	6	7	0	0	1	1
1	0	2	107	6	7	0	1	2	1
1	0	1	47	6	1	0	1	1	1
1	0	1	69	6	2	0	0	1	1
1	0	1	125	6	2	0	0	1	1
2	0	3	97	6	1	0	1	1	1
2	0	2	69	6	4	0	1	1	1
2	0	4	89	6	5	0	0	1	1
2	0	2	71	6	6	0	0	1	1
2	0	2	97	6	7	0	0	1	1
2	0	3	121	6	7	0	0	1	1
1	0	2	69	6	7	0	0	2	1
1	0	1	3	6	4	0	0	1	1
2	0	2	97	6	4	0	0	1	1
2	0	3	79	6	4	0	0	1	1
1	0	1	31	6	5	0	1	1	1
1	0	1	109	6	6	0	0	1	1
1	0	1	103	6	6	0	0	1	1
2	0	2	83	6	6	0	0	1	1
2	0	2	85	6	1	0	2	1	1
2	0	6	97	6	1	0	0	2	1
1	0	1	19	6	2	0	0	1	1
1	0	1	101	6	7	0	1	1	1
1	0	2	3	6	5	0	1	1	1
1	0	1	71	6	5	0	0	1	1
2	0	3	101	6	1	0	2	1	1
1	0	7	113	6	1	0	0	3	1
1	0	2	73	5	1	0	0	1	1
3	0	4	121	6	2	0	0	2	1
4	0	5	87	6	4	0	0	1	1
2	0	4	25	6	6	0	1	3	1
1	0	1	97	6	7	0	0	1	1
1	0	2	29	6	7	0	1	2	1
1	0	2	85	6	1	0	1	1	1
1	0	1	51	6	1	0	1	1	1
2	0	5	119	6	1	0	0	2	1
1	0	1	73	6	1	0	0	1	1
1	0	1	27	6	7	0	1	1	1
1	0	1	127	6	1	0	0	1	1
2	0	4	73	6	5	0	0	1	1
3	0	5	73	6	1	0	1	3	1
1	0	1	73	6	7	0	0	1	1
2	0	4	21	4	6	0	1	1	1
1	0	1	103	5	5	0	1	1	1
2	0	2	93	6	7	0	0	1	1
1	0	2	49	7	2	0	0	2	1
1	0	3	19	5	6	0	0	3	1
1	0	1	73	5	6	0	0	1	1
1	1	1	125	5	2	0	0	1	1
1	0	2	55	5	5	0	0	1	1
3	0	7	43	6	2	0	0	1	1
1	0	2	35	6	5	0	0	1	1
1	0	2	77	6	6	0	0	2	1
2	0	2	5	6	7	0	0	1	1
2	0	2	3	6	7	0	0	1	1
2	0	3	103	6	3	0	0	1	1
2	0	5	83	6	3	0	0	1	1
1	0	3	5	6	5	0	0	1	1
2	0	6	109	6	6	0	0	2	1
1	0	1	119	6	7	0	0	1	1
1	0	2	107	6	1	0	1	1	1
3	0	6	97	6	7	0	0	1	1
2	0	2	73	6	2	0	0	1	1
2	0	2	103	6	3	0	0	1	1
1	0	2	69	6	3	0	0	1	1
2	0	2	63	6	5	0	0	1	1
1	0	2	51	6	1	0	1	2	1
1	0	1	127	7	2	0	1	1	1
1	0	1	55	7	3	0	0	1	1
1	0	1	71	7	4	0	0	1	1
1	0	1	111	7	5	0	0	1	1
2	1	3	81	7	1	0	0	1	1
1	1	1	97	6	6	0	0	1	1
3	0	3	103	6	4	0	0	1	1
3	0	3	73	6	1	0	0	1	1
2	0	7	59	6	1	0	0	1	1
1	0	1	133	7	2	0	1	1	1
2	0	2	123	7	5	0	0	1	1
2	0	3	25	7	2	0	0	1	1
1	0	1	85	7	4	0	1	1	1
1	1	1	3	7	7	0	1	1	1
1	0	1	101	7	1	0	1	1	1
1	0	1	93	7	2	0	0	1	1
1	0	1	75	7	4	0	1	1	1
1	0	1	97	7	4	0	0	1	1
1	0	1	97	7	5	0	0	1	1
2	0	2	81	7	7	0	0	1	1
2	0	2	97	6	3	0	0	1	1
1	0	1	87	7	1	0	1	1	1
2	0	3	97	6	6	0	0	1	1
1	0	1	21	7	1	0	1	1	1
1	0	2	53	7	2	0	1	1	1
1	0	1	101	7	3	0	1	1	1
1	0	1	121	7	3	0	0	1	1
1	0	1	3	7	5	0	0	1	1
1	0	3	43	7	1	0	0	1	1
1	0	2	69	7	3	0	0	2	1
1	0	1	17	7	3	0	1	1	1
1	0	2	51	7	4	0	0	1	1
1	0	1	43	7	5	0	0	1	1
2	0	2	31	7	5	0	0	1	1
1	0	1	73	7	6	0	0	1	1
1	1	1	103	7	7	0	0	1	1
2	0	3	89	7	7	0	0	1	1
1	0	1	45	7	1	0	0	1	1
2	0	3	81	7	1	0	0	1	1
2	0	4	97	7	2	0	0	1	1
1	0	1	79	7	2	0	1	1	1
1	0	1	51	7	4	0	0	1	1
1	0	1	45	7	5	0	1	1	1
1	0	1	73	7	3	0	0	1	1
1	0	2	21	8	2	0	1	1	1
2	0	2	121	7	6	0	0	1	1
2	0	3	85	7	6	0	1	1	1
2	0	2	73	7	4	0	0	1	1
2	0	6	131	8	3	0	0	1	1
2	0	3	117	7	1	0	0	1	1
1	0	6	53	7	2	0	1	1	1
1	0	1	49	7	3	0	1	1	1
1	0	2	127	7	4	0	0	1	1
1	0	1	51	7	6	0	1	1	1
1	0	2	115	7	6	0	1	1	1
1	0	2	3	7	7	0	1	1	1
2	0	2	121	7	1	0	0	2	1
3	0	6	125	7	3	0	1	1	1
1	0	1	73	7	4	0	0	1	1
1	0	1	127	8	5	0	0	1	1
2	0	2	35	8	6	0	0	1	1
2	0	2	111	8	6	0	0	1	1
1	0	3	89	8	7	0	1	1	1
2	0	2	95	8	1	0	1	1	1
1	0	1	65	8	2	0	0	1	1
1	0	1	51	8	2	0	0	1	1
2	1	3	73	6	7	0	1	1	1
3	0	4	73	6	7	0	1	1	1
2	0	2	125	8	2	0	0	1	1
1	0	1	77	8	4	0	1	1	1
2	0	2	111	7	2	0	0	1	1
1	0	1	89	8	1	0	0	1	1
5	0	9	125	8	4	0	0	1	1
2	0	3	21	8	5	0	0	1	1
1	1	1	1	8	7	0	0	1	1
2	0	3	51	8	3	0	0	1	1
3	0	6	111	8	5	0	0	1	1
2	0	2	113	8	4	0	0	1	1
2	0	5	3	2	6	0	0	2	1
1	0	1	83	8	7	0	0	1	1
1	0	2	17	8	1	0	1	1	1
3	0	3	81	8	2	0	1	1	1
2	0	5	43	8	3	0	0	1	1
1	0	1	11	8	1	0	1	1	1
1	0	1	13	8	1	0	1	1	1
1	0	1	97	8	2	0	0	1	1
1	0	4	73	8	4	0	0	1	1
1	0	1	39	8	1	0	1	1	1
2	0	2	73	8	6	0	1	1	1
1	0	2	11	8	5	0	1	1	1
1	0	1	123	8	6	0	0	1	1
2	0	2	49	2	6	0	0	1	1
1	0	1	73	8	5	0	0	1	1
1	0	1	33	8	2	0	0	1	1
3	0	3	89	8	3	0	0	1	1
2	0	2	113	8	5	0	0	1	1
2	0	2	115	8	6	1	0	1	1
2	0	4	59	8	6	0	0	1	1
1	0	1	97	8	6	0	0	1	1
3	0	1	73	8	6	0	0	1	1
2	0	2	3	8	5	0	0	1	1
1	0	3	49	8	6	0	0	2	1
2	0	3	17	9	1	0	0	1	1
2	0	3	91	9	1	0	0	2	1
1	1	1	83	9	2	0	0	1	1
1	0	1	101	9	3	0	0	1	1
2	0	2	83	9	3	0	0	1	1
1	0	2	49	9	4	0	0	1	1
1	0	1	73	9	4	0	0	1	1
1	0	1	3	9	7	0	1	1	1
1	0	2	11	9	1	0	0	1	1
2	0	2	21	9	6	0	0	1	1
1	0	1	117	9	7	0	0	1	1
1	0	1	37	9	2	0	0	1	1
2	0	3	107	9	2	0	0	1	1
1	0	1	21	9	4	0	0	1	1
1	0	1	89	9	4	0	0	1	1
2	0	2	101	9	4	0	0	1	1
2	0	2	43	9	7	0	0	1	1
1	0	1	53	9	7	0	1	1	1
1	0	1	15	9	2	0	0	1	1
2	0	2	73	8	1	0	1	1	1
1	0	1	73	8	7	0	1	1	1
1	0	2	73	9	1	0	1	1	1
2	0	2	15	9	7	0	0	1	1
1	0	1	3	9	7	0	0	1	1
1	0	1	81	10	3	0	1	1	1
1	0	1	101	7	4	0	1	1	1
2	0	4	73	8	5	0	0	1	1
1	0	2	81	8	1	0	1	1	1
2	0	2	9	9	1	0	1	1	1
1	0	1	49	9	2	0	1	1	1
1	1	1	97	9	3	0	0	1	1
1	0	1	127	9	1	0	1	1	1
1	0	1	9	9	1	0	0	1	1
1	0	1	127	9	3	0	1	1	1
2	0	3	73	9	2	0	0	2	1
3	0	4	97	9	4	0	0	1	1
1	0	4	117	9	6	0	0	1	1
1	0	1	77	9	6	0	0	1	1
2	0	3	117	9	7	0	0	1	1
1	0	1	103	9	1	0	1	1	1
1	1	1	97	9	2	0	0	1	1
2	0	2	19	9	2	0	0	1	1
2	0	2	125	9	2	0	0	1	1
2	0	2	13	9	3	0	1	1	1
2	0	2	3	9	3	0	0	1	1
1	0	1	97	9	5	0	0	1	1
2	0	3	3	9	6	0	0	1	1
1	0	6	115	9	7	0	0	1	1
1	0	1	121	9	1	0	1	1	1
1	0	1	101	9	3	0	0	1	1
4	0	4	83	9	4	0	0	2	1
1	0	2	73	7	7	0	0	1	1
2	0	4	21	9	2	0	0	1	1
2	0	2	97	9	4	0	0	1	1
2	0	2	111	9	2	0	0	1	1
2	0	2	125	9	1	0	0	1	1
2	1	2	3	9	2	0	0	1	1
4	0	5	83	9	4	0	2	1	1
2	0	2	117	9	5	0	0	1	1
1	0	1	113	9	1	0	0	1	1
2	0	3	7	9	6	0	1	1	1
2	0	2	47	9	6	0	0	1	1
2	0	3	97	9	7	0	1	1	1
3	0	4	47	9	7	0	1	1	1
2	0	2	25	9	2	0	0	1	1
1	0	1	35	10	3	0	0	1	1
1	1	1	97	10	4	0	0	1	1
1	0	1	121	10	1	0	1	1	1
1	0	2	55	10	4	0	0	1	1
1	0	1	97	10	6	0	0	1	1
1	0	1	3	10	3	0	0	1	1
1	0	1	45	10	3	0	1	1	1
1	0	1	77	10	4	0	0	1	1
1	0	1	101	10	4	0	0	1	1
1	0	1	79	10	5	0	0	1	1
2	0	3	113	10	6	0	0	1	1
1	0	1	83	10	6	0	0	1	1
2	1	1	23	10	6	0	0	1	1
1	0	1	47	10	7	0	1	1	1
1	0	1	101	10	7	0	1	1	1
1	1	1	103	10	7	0	0	1	1
1	1	1	103	10	7	0	1	1	1
1	0	2	33	10	1	0	0	2	1
1	0	1	85	10	2	0	0	1	1
1	0	1	35	10	2	0	0	1	1
1	0	1	131	10	3	0	0	1	1
1	0	1	45	10	4	0	1	1	1
2	0	2	9	10	5	0	1	1	1
1	0	1	89	10	5	0	0	1	1
2	0	2	97	10	6	0	0	1	1
1	0	1	43	10	7	0	0	1	1
1	1	1	87	10	7	0	0	1	1
1	0	1	85	10	2	0	1	1	1
2	0	2	113	10	4	0	0	1	1
1	1	3	69	10	5	0	0	1	1
1	0	1	121	10	7	0	1	1	1
2	0	2	3	10	5	0	0	1	1
2	0	3	85	10	6	0	1	2	1
2	0	2	79	10	6	0	0	1	1
2	0	2	3	10	1	0	0	1	1
1	0	1	89	10	2	0	0	1	1
2	0	7	3	5	7	0	0	1	1
1	0	1	123	9	2	0	1	1	1
1	0	1	63	9	7	0	1	1	1
4	0	6	101	9	6	0	0	1	1
2	0	3	123	9	5	0	0	1	1
1	1	1	89	9	2	0	0	1	1
1	0	1	3	10	1	0	1	1	1
2	0	4	97	10	2	0	0	1	1
3	0	5	97	10	3	0	0	1	1
1	0	1	103	10	5	0	0	1	1
2	0	1	97	10	6	0	1	1	1
1	0	1	89	10	7	0	0	1	1
1	0	1	65	10	7	0	1	1	1
1	0	1	121	10	7	0	1	1	1
2	0	2	95	10	2	0	0	1	1
1	0	1	47	10	2	0	0	1	1
2	0	4	101	10	4	0	0	1	1
1	0	2	17	10	5	0	0	1	1
1	0	1	97	10	6	0	1	1	1
2	0	3	89	10	6	0	1	2	1
1	0	3	89	10	7	0	0	1	1
1	0	1	17	10	7	0	1	1	1
1	0	1	49	10	7	0	1	1	1
1	0	1	73	10	1	0	0	1	1
1	0	1	55	10	2	0	0	1	1
1	0	1	103	10	2	0	0	1	1
1	0	2	117	10	2	0	0	1	1
1	0	1	57	10	6	0	0	1	1
1	0	1	115	10	3	0	0	1	1
2	0	4	77	10	4	0	0	1	1
2	0	3	101	10	4	0	0	1	1
3	0	6	73	10	5	0	0	2	1
2	0	1	73	10	1	0	0	1	1
2	0	4	73	10	5	0	0	1	1
2	0	4	133	10	2	0	0	1	1
2	0	2	127	10	5	0	0	1	1
2	0	2	109	10	3	0	0	1	1
2	2	1	101	10	6	0	1	1	1
1	0	1	41	10	7	0	0	1	1
2	0	3	101	10	1	0	1	1	1
1	1	2	101	10	3	0	0	1	1
2	0	2	83	10	3	0	1	2	1
1	0	1	9	10	4	0	0	1	1
2	0	4	115	10	4	0	1	1	1
1	1	4	97	10	5	0	1	1	1
2	0	2	113	11	4	0	0	1	1
1	0	1	19	11	3	0	0	1	1
1	0	2	33	11	7	0	1	1	1
1	0	1	73	11	1	0	0	1	1
1	0	1	51	11	1	0	0	1	1
1	0	1	81	11	7	0	1	1	1
3	0	3	121	11	6	0	0	1	1
1	0	2	95	11	7	0	0	2	1
2	0	5	45	11	7	0	1	3	1
2	0	3	85	11	1	0	1	1	1
1	0	1	125	11	1	0	1	1	1
2	0	1	19	11	1	0	0	1	1
1	1	1	117	11	3	0	0	1	1
1	1	1	97	11	3	0	0	1	1
1	0	1	117	11	3	0	0	1	1
2	1	1	73	11	4	0	0	1	1
1	0	1	121	11	4	0	0	1	1
1	0	1	55	11	6	0	1	1	1
1	0	1	101	11	7	0	0	1	1
1	0	2	1	11	1	0	1	1	1
1	0	1	97	11	1	0	0	1	1
1	0	1	3	11	2	0	1	1	1
2	0	6	75	11	2	0	0	1	1
2	0	4	119	11	5	0	0	1	1
2	0	3	25	11	4	0	0	1	1
2	0	3	89	11	1	0	0	1	1
1	0	1	123	10	7	0	0	1	1
1	0	1	87	10	2	0	1	1	1
2	0	3	97	10	6	0	1	1	1
2	0	2	121	11	5	0	0	1	1
1	0	3	55	11	6	0	0	1	1
1	0	1	39	11	7	0	1	1	1
1	0	1	101	11	1	0	1	1	1
1	0	1	111	11	1	0	0	1	1
1	0	3	73	11	4	0	0	1	1
1	0	1	21	11	4	0	0	1	1
1	0	1	127	11	4	0	0	1	1
1	0	1	7	11	5	0	1	1	1
2	0	2	83	11	5	0	0	1	1
1	1	1	89	11	5	0	1	1	1
1	0	1	43	11	6	0	0	1	1
1	0	1	131	11	7	0	0	1	1
2	0	2	7	11	6	0	0	1	1
1	0	1	19	11	7	0	1	1	1
1	0	1	131	11	1	0	1	1	1
1	0	1	107	11	5	0	1	1	1
1	0	1	121	11	6	0	0	1	1
3	0	1	73	11	7	0	1	1	1
1	0	1	73	11	6	0	0	1	1
1	1	1	71	11	2	0	0	1	1
1	0	3	113	11	6	0	1	2	1
1	0	1	73	11	1	0	0	1	1
2	0	4	81	11	1	0	0	1	1
1	0	1	53	11	7	0	1	1	1
1	0	2	69	11	2	0	0	1	1
2	0	2	3	11	3	0	0	1	1
1	1	1	121	11	3	0	0	1	1
1	0	2	89	11	5	0	0	2	1
1	0	1	23	11	5	0	1	1	1
1	0	1	127	11	6	0	0	1	1
1	0	1	41	11	6	0	1	1	1
1	0	2	1	11	7	0	1	1	1
1	0	4	107	11	7	0	0	3	1
2	0	1	5	11	7	0	1	1	1
2	0	3	57	11	2	0	0	1	1
1	0	2	121	12	1	0	0	1	1
1	0	1	121	12	2	0	0	1	1
1	0	2	127	12	2	0	0	2	1
1	0	1	111	12	4	0	1	1	1
1	0	3	3	12	5	0	0	1	1
1	0	1	29	12	4	0	0	1	1
2	0	2	133	12	3	0	0	1	1
2	0	2	113	11	4	0	0	1	1
2	0	2	77	12	4	0	0	1	1
1	0	2	93	12	1	0	0	2	1
2	0	2	21	12	3	0	0	1	1
1	0	1	49	12	4	0	0	1	1
3	0	6	83	12	5	0	0	1	1
1	1	1	53	12	5	0	0	1	1
2	0	2	15	12	6	0	0	1	1
1	0	1	97	12	7	0	1	1	1
1	0	1	97	12	7	0	0	1	1
1	0	1	21	12	1	0	1	1	1
1	2	1	125	12	1	0	0	1	1
1	0	3	73	12	1	0	1	1	1
1	0	2	47	12	2	0	0	1	1
3	0	4	51	12	2	1	0	1	1
2	0	3	97	12	3	0	1	3	1
2	0	5	69	12	4	0	0	1	1
1	0	1	101	12	6	0	0	1	1
2	0	2	51	12	6	0	0	1	1
1	0	1	83	12	6	0	1	1	1
1	0	1	103	12	7	0	0	1	1
1	0	1	97	12	7	0	0	1	1
